pollster_id,pollster,methodology,numeric_grade,pollscore,sample_size,pct,party,answer
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,812,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,530,45,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,530,46,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,530,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,530,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,850,43,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,850,48,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,850,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,850,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,699,42,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,699,44,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,699,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,699,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,761,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,761,44,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,761,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,761,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,426,51,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,426,42,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,426,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,426,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,490,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,490,47,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,490,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,490,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,488,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,488,40,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,488,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,488,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1071,46,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1071,45,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1071,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1071,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,672,48,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,672,44,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,672,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,672,0,NA,NA
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,47,0,0
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,45,1,1
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,1,NA,NA
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,1,NA,NA
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,1,NA,NA
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,48,0,0
1822,Fabrizio/GBAO,Live Phone/Text-to-Web,NA,NA,1500,47,1,1
1709,Big Village,Online Panel,1.2,1.7,2020,42.2,0,0
1709,Big Village,Online Panel,1.2,1.7,2020,37,1,1
1709,Big Village,Online Panel,1.2,1.7,2020,5,NA,NA
1709,Big Village,Online Panel,1.2,1.7,2020,1,NA,NA
1709,Big Village,Online Panel,1.2,1.7,2020,0.7,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1681,45.3,0,0
1709,Big Village,Online Panel,1.2,1.7,1681,40.4,1,1
1709,Big Village,Online Panel,1.2,1.7,1681,4.8,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1681,0.8,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1681,0.7,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1511,47.9,0,0
1709,Big Village,Online Panel,1.2,1.7,1511,41.3,1,1
1709,Big Village,Online Panel,1.2,1.7,1511,4.5,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1511,0.7,NA,NA
1709,Big Village,Online Panel,1.2,1.7,1511,0.7,NA,NA
1709,Big Village,Online Panel,1.2,1.7,2020,45.1,0,0
1709,Big Village,Online Panel,1.2,1.7,2020,39.4,1,1
1709,Big Village,Online Panel,1.2,1.7,1681,48.4,0,0
1709,Big Village,Online Panel,1.2,1.7,1681,42.4,1,1
1709,Big Village,Online Panel,1.2,1.7,1511,50.4,0,0
1709,Big Village,Online Panel,1.2,1.7,1511,43.2,1,1
241,Ipsos,Probability Panel,2.8,-0.9,3562,44,0,0
241,Ipsos,Probability Panel,2.8,-0.9,3562,40,1,1
241,Ipsos,Probability Panel,2.8,-0.9,3562,6,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,3562,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,3562,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,3562,0,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,4253,41,0,0
241,Ipsos,Probability Panel,2.8,-0.9,4253,38,1,1
241,Ipsos,Probability Panel,2.8,-0.9,3562,45,0,0
241,Ipsos,Probability Panel,2.8,-0.9,3562,41,1,1
241,Ipsos,Probability Panel,2.8,-0.9,4253,40,0,0
241,Ipsos,Probability Panel,2.8,-0.9,4253,36,1,1
241,Ipsos,Probability Panel,2.8,-0.9,4253,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,4253,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,4253,6,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,4253,1,NA,NA
1741,ActiVote,App Panel,NA,NA,400,50.1,0,0
1741,ActiVote,App Panel,NA,NA,400,49.9,1,1
1890,SoCal Strategies,Online Panel,NA,NA,612,46,0,0
1890,SoCal Strategies,Online Panel,NA,NA,612,50,1,1
1886,Quantus Polls and News,Online Panel,NA,NA,1094,49,0,0
1886,Quantus Polls and News,Online Panel,NA,NA,1094,47,1,1
568,YouGov,Online Panel,3,-1.1,1368,47,0,0
568,YouGov,Online Panel,3,-1.1,1368,45,1,1
568,YouGov,Online Panel,3,-1.1,1368,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1368,0,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1611,49,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1611,47,1,1
396,Quinnipiac,Live Phone,2.8,-0.5,1611,1,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1611,1,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1611,49,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1611,48,1,1
241,Ipsos,Probability Panel,2.8,-0.9,2496,50,0,0
241,Ipsos,Probability Panel,2.8,-0.9,2496,46,1,1
241,Ipsos,Probability Panel,2.8,-0.9,NA,50,0,0
241,Ipsos,Probability Panel,2.8,-0.9,NA,46,1,1
241,Ipsos,Probability Panel,2.8,-0.9,NA,52,0,0
241,Ipsos,Probability Panel,2.8,-0.9,NA,46,1,1
241,Ipsos,Probability Panel,2.8,-0.9,2496,49,0,0
241,Ipsos,Probability Panel,2.8,-0.9,2496,45,1,1
241,Ipsos,Probability Panel,2.8,-0.9,2496,2,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,2496,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,2496,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,NA,50,0,0
241,Ipsos,Probability Panel,2.8,-0.9,NA,45,1,1
241,Ipsos,Probability Panel,2.8,-0.9,NA,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,NA,1,NA,NA
241,Ipsos,Probability Panel,2.8,-0.9,NA,1,NA,NA
460,SurveyUSA,IVR/Online Panel/Text-to-Web,2.8,-1.3,1293,37,0,0
460,SurveyUSA,IVR/Online Panel/Text-to-Web,2.8,-1.3,1293,54,1,1
460,SurveyUSA,IVR/Online Panel/Text-to-Web,2.8,-1.3,507,47,0,0
460,SurveyUSA,IVR/Online Panel/Text-to-Web,2.8,-1.3,507,42,1,1
1773,Research America,IVR,0.7,1.7,400,34,0,0
1773,Research America,IVR,0.7,1.7,400,61,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,48,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,47,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,2,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,50,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,49,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,48,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,46,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,2,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,2,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,50,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1014,48,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,48,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,46,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,2,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,50,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1026,48,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,47,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,48,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,2,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,1,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,49,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,999,50,1,1
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,58,0,0
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,36,1,1
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,4,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,0,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,2,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,2,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,52,0,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,35,1,1
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,4,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,0,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,3,NA,NA
1491,Capitol Weekly,Online Panel/Text-to-Web,NA,NA,3154,2,NA,NA
1854,Z to A Research,NA,NA,NA,500,47,0,0
1854,Z to A Research,NA,NA,NA,500,47,1,1
1854,Z to A Research,NA,NA,NA,500,3,NA,NA
1854,Z to A Research,NA,NA,NA,500,1,NA,NA
1854,Z to A Research,NA,NA,NA,500,1,NA,NA
1854,Z to A Research,NA,NA,NA,613,46,0,0
1854,Z to A Research,NA,NA,NA,613,46,1,1
1854,Z to A Research,NA,NA,NA,613,5,NA,NA
1854,Z to A Research,NA,NA,NA,518,47,0,0
1854,Z to A Research,NA,NA,NA,518,47,1,1
1854,Z to A Research,NA,NA,NA,518,2,NA,NA
1854,Z to A Research,NA,NA,NA,518,1,NA,NA
1854,Z to A Research,NA,NA,NA,518,0,NA,NA
568,YouGov,Online Panel,3,-1.1,1194,46,0,0
568,YouGov,Online Panel,3,-1.1,1194,45,1,1
568,YouGov,Online Panel,3,-1.1,1194,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1194,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1194,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1197,47,0,0
568,YouGov,Online Panel,3,-1.1,1197,46,1,1
568,YouGov,Online Panel,3,-1.1,1788,39,0,0
568,YouGov,Online Panel,3,-1.1,1788,36,1,1
568,YouGov,Online Panel,3,-1.1,1788,7,NA,NA
568,YouGov,Online Panel,3,-1.1,1788,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1788,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1788,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1200,44,0,0
568,YouGov,Online Panel,3,-1.1,1200,42,1,1
568,YouGov,Online Panel,3,-1.1,1200,6,NA,NA
568,YouGov,Online Panel,3,-1.1,1200,0,NA,NA
568,YouGov,Online Panel,3,-1.1,1200,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1200,1,NA,NA
1365,Change Research,Text-to-Web/Online Ad,1.4,0.6,2626,48,0,0
1365,Change Research,Text-to-Web/Online Ad,1.4,0.6,2626,43,1,1
1808,Survey Center on American Life,Probability Panel,NA,NA,5837,45,0,0
1808,Survey Center on American Life,Probability Panel,NA,NA,5837,42,1,1
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,48,0,0
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,49,1,1
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,47,0,0
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,45,1,1
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,4,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,1,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,1,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,0,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,48,0,0
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,48,1,1
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,1,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,1,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,1,NA,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,46,0,NA
1302,Echelon Insights,Online Panel,2.7,-0.8,1031,50,1,1
1801,Florida Atlantic University/Mainstreet Research,IVR/Online Panel,NA,NA,929,47,0,0
1801,Florida Atlantic University/Mainstreet Research,IVR/Online Panel,NA,NA,929,42.7,1,1
1801,Florida Atlantic University/Mainstreet Research,IVR/Online Panel,NA,NA,856,49.1,0,0
1801,Florida Atlantic University/Mainstreet Research,IVR/Online Panel,NA,NA,856,44.6,1,1
1575,Leger,Online Panel,2,0,908,50,0,0
1575,Leger,Online Panel,2,0,908,46,1,1
1575,Leger,Online Panel,2,0,863,50,0,0
1575,Leger,Online Panel,2,0,863,46,1,1
1714,Kaplan Strategies,NA,2,-0.9,1257,50,0,0
1714,Kaplan Strategies,NA,2,-0.9,1257,46,1,1
1714,Kaplan Strategies,NA,2,-0.9,1190,52,0,0
1714,Kaplan Strategies,NA,2,-0.9,1190,45,1,1
1890,SoCal Strategies,Online Panel,NA,NA,800,47,0,0
1890,SoCal Strategies,Online Panel,NA,NA,800,47,1,1
1890,SoCal Strategies,Online Panel,NA,NA,800,41,0,NA
1890,SoCal Strategies,Online Panel,NA,NA,800,46,1,1
1890,SoCal Strategies,Online Panel,NA,NA,713,47,0,0
1890,SoCal Strategies,Online Panel,NA,NA,713,48,1,1
1890,SoCal Strategies,Online Panel,NA,NA,713,43,0,NA
1890,SoCal Strategies,Online Panel,NA,NA,713,47,1,1
26,Angus Reid,Online Panel,2,-0.1,1758,45,0,0
26,Angus Reid,Online Panel,2,-0.1,1758,40,1,1
26,Angus Reid,Online Panel,2,-0.1,1758,5,NA,NA
26,Angus Reid,Online Panel,2,-0.1,1758,47,0,0
26,Angus Reid,Online Panel,2,-0.1,1758,42,1,1
1741,ActiVote,App Panel,NA,NA,1000,52.6,0,0
1741,ActiVote,App Panel,NA,NA,1000,47.4,1,1
568,YouGov,Online Panel,3,-1.1,500,43,0,0
568,YouGov,Online Panel,3,-1.1,500,42.5,1,1
568,YouGov,Online Panel,3,-1.1,NA,47,0,0
568,YouGov,Online Panel,3,-1.1,NA,47,1,1
568,YouGov,Online Panel,3,-1.1,500,43,0,0
568,YouGov,Online Panel,3,-1.1,500,41,1,1
568,YouGov,Online Panel,3,-1.1,500,3,NA,NA
568,YouGov,Online Panel,3,-1.1,500,1,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0.5,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,48,0,0
568,YouGov,Online Panel,3,-1.1,NA,46,1,1
568,YouGov,Online Panel,3,-1.1,NA,2,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,1,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,1,NA,NA
568,YouGov,Online Panel,3,-1.1,500,48,0,0
568,YouGov,Online Panel,3,-1.1,500,42,1,1
568,YouGov,Online Panel,3,-1.1,NA,51,0,0
568,YouGov,Online Panel,3,-1.1,NA,46,1,1
568,YouGov,Online Panel,3,-1.1,500,45,0,0
568,YouGov,Online Panel,3,-1.1,500,40,1,1
568,YouGov,Online Panel,3,-1.1,500,4,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0.5,NA,NA
568,YouGov,Online Panel,3,-1.1,500,1,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,49,0,0
568,YouGov,Online Panel,3,-1.1,NA,45,1,1
568,YouGov,Online Panel,3,-1.1,NA,1,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,1,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
568,YouGov,Online Panel,3,-1.1,500,44,0,0
568,YouGov,Online Panel,3,-1.1,500,43.5,1,1
568,YouGov,Online Panel,3,-1.1,NA,47,0,0
568,YouGov,Online Panel,3,-1.1,NA,48,1,1
568,YouGov,Online Panel,3,-1.1,500,44,0,0
568,YouGov,Online Panel,3,-1.1,500,41.5,1,1
568,YouGov,Online Panel,3,-1.1,500,5,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0,NA,NA
568,YouGov,Online Panel,3,-1.1,500,1,NA,NA
568,YouGov,Online Panel,3,-1.1,500,0.5,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,47,0,0
568,YouGov,Online Panel,3,-1.1,NA,46,1,1
568,YouGov,Online Panel,3,-1.1,NA,4,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
568,YouGov,Online Panel,3,-1.1,NA,0,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,725,42,0,0
383,PPP,IVR/Text-to-Web,1.4,0,725,45,1,1
383,PPP,IVR/Text-to-Web,1.4,0,725,0,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,725,6,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,725,1,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,725,44,0,0
383,PPP,IVR/Text-to-Web,1.4,0,725,49,1,1
383,PPP,IVR/Text-to-Web,1.4,0,837,45,0,0
383,PPP,IVR/Text-to-Web,1.4,0,837,48,1,1
383,PPP,IVR/Text-to-Web,1.4,0,837,1,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,837,2,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,837,1,NA,NA
383,PPP,IVR/Text-to-Web,1.4,0,837,47,0,0
383,PPP,IVR/Text-to-Web,1.4,0,837,51,1,1
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,53.6,0,0
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,46.4,1,1
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,51,0,0
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,40.2,1,1
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,3.4,NA,NA
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,0.2,NA,NA
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,0.3,NA,NA
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,965,0.2,NA,NA
1886,Quantus Polls and News,Online Panel,NA,NA,629,48.6,0,0
1886,Quantus Polls and News,Online Panel,NA,NA,629,45.8,1,1
1554,RMG Research,Online Panel,2.3,-0.4,2404,49,0,0
1554,RMG Research,Online Panel,2.3,-0.4,2404,49,1,1
1554,RMG Research,Online Panel,2.3,-0.4,2404,48,0,0
1554,RMG Research,Online Panel,2.3,-0.4,2404,46,1,1
1554,RMG Research,Online Panel,2.3,-0.4,2404,3,NA,NA
1889,Outward Intelligence,Online Panel,NA,NA,1867,52,0,0
1889,Outward Intelligence,Online Panel,NA,NA,1867,48,1,1
1889,Outward Intelligence,Online Panel,NA,NA,1867,50,0,0
1889,Outward Intelligence,Online Panel,NA,NA,1867,44,1,1
1889,Outward Intelligence,Online Panel,NA,NA,1867,5.2,NA,NA
1889,Outward Intelligence,Online Panel,NA,NA,1867,0.4,NA,NA
1889,Outward Intelligence,Online Panel,NA,NA,1867,0.6,NA,NA
1889,Outward Intelligence,Online Panel,NA,NA,1867,0.5,NA,NA
568,YouGov,Online Panel,3,-1.1,1835,44,0,0
568,YouGov,Online Panel,3,-1.1,1835,40,1,1
1741,ActiVote,App Panel,NA,NA,400,51.1,0,0
1741,ActiVote,App Panel,NA,NA,400,48.9,1,1
1741,ActiVote,App Panel,NA,NA,400,43.8,0,0
1741,ActiVote,App Panel,NA,NA,400,56.2,1,1
1741,ActiVote,App Panel,NA,NA,400,41.3,0,0
1741,ActiVote,App Panel,NA,NA,400,58.7,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1275,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1275,44,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1275,3,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1275,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1275,0,NA,NA
1050,SurveyUSA/High Point University,Online Panel,2.8,-1.3,1053,46,0,0
1050,SurveyUSA/High Point University,Online Panel,2.8,-1.3,1053,45,1,1
1050,SurveyUSA/High Point University,Online Panel,2.8,-1.3,941,47,0,0
1050,SurveyUSA/High Point University,Online Panel,2.8,-1.3,941,47,1,1
1697,Bullfinch,Online Panel,NA,NA,1200,44,0,0
1697,Bullfinch,Online Panel,NA,NA,1200,39,1,1
1697,Bullfinch,Online Panel,NA,NA,1200,5,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1200,1,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1200,1,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1200,1,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1000,47,0,0
1697,Bullfinch,Online Panel,NA,NA,1000,39,1,1
1697,Bullfinch,Online Panel,NA,NA,1000,5,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1000,1,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1000,1,NA,NA
1697,Bullfinch,Online Panel,NA,NA,1000,1,NA,NA
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,44,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,43,1,1
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,5,NA,NA
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,46,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,48,1,1
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,43,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,43,1,1
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,3,NA,NA
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,46,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,47,1,1
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,47,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,42,1,1
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,4,NA,NA
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,49,0,0
1503,Fabrizio Ward,Online Panel/Text-to-Web,1.7,-0.1,400,45,1,1
1741,ActiVote,App Panel,NA,NA,400,58.3,0,0
1741,ActiVote,App Panel,NA,NA,400,41.7,1,1
568,YouGov,Online Panel,3,-1.1,1371,46,0,0
568,YouGov,Online Panel,3,-1.1,1371,43,1,1
568,YouGov,Online Panel,3,-1.1,1371,3,NA,NA
568,YouGov,Online Panel,3,-1.1,1371,0,NA,NA
568,YouGov,Online Panel,3,-1.1,1371,0,NA,NA
149,Fairleigh Dickinson,Live Phone/Text-to-Web,2.6,-0.6,801,50,0,0
149,Fairleigh Dickinson,Live Phone/Text-to-Web,2.6,-0.6,801,43,1,1
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,47.6,0,0
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,48.7,1,1
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,46.1,0,0
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,46.4,1,1
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,2.3,NA,NA
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,1.4,NA,NA
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,48.9,0,0
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,49.3,1,1
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,46.8,0,0
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,48.1,1,1
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,2.1,NA,NA
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,1.4,NA,NA
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,47.2,0,0
1488,Spry Strategies,IVR/Text-to-Web,1.5,0.2,600,47.4,1,1
